"","Ind_ID","label","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Birthday_count","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Type_Occupation","Family_Members"
"547",5010412,0,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21854,365243,1,0,0,0,"",2
"344",5143519,0,"F","N","Y",0,247500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23280,365243,1,0,0,0,"",1
"1548",5053790,0,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-16601,-2859,1,0,0,0,"",2
"1484",5062407,0,"F","N","Y",0,103500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24094,365243,1,0,1,0,"",1
"672",5053524,0,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-14762,-2464,1,0,1,0,"Managers",2
"378",5047789,0,"F","Y","Y",0,225000,"Commercial associate","Higher education","Married","House / apartment",-10457,-979,1,0,0,0,"",2
"746",5053642,0,"M","N","N",0,360000,"Commercial associate","Higher education","Married","House / apartment",-20354,-1823,1,0,1,0,"Managers",2
"376",5086006,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21497,365243,1,0,0,0,"",1
"1490",5051120,0,"M","N","N",0,202500,"State servant","Higher education","Married","House / apartment",-12725,-5006,1,0,0,0,"Core staff",2
"615",5088161,0,"F","N","Y",0,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-12922,-923,1,0,0,0,"Core staff",1
"776",5095554,0,"F","N","N",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23235,365243,1,0,1,0,"",2
"686",5023092,0,"F","N","N",0,202500,"Working","Secondary / secondary special","Separated","House / apartment",-16868,-4161,1,0,0,0,"Laborers",1
"1057",5089580,0,"F","Y","N",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-11664,-460,1,1,1,0,"Core staff",2
"1024",5143079,0,"F","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13926,-500,1,0,0,0,"Sales staff",2
"747",5089934,0,"M","Y","N",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19170,-4965,1,0,0,0,"Laborers",2
"742",5091016,0,"F","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-14284,-4267,1,0,0,0,"Cooking staff",3
"983",5069051,0,"M","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17762,-2484,1,0,0,0,"Laborers",2
"1380",5021790,0,"F","Y","Y",2,157500,"Working","Secondary / secondary special","Married","House / apartment",-15021,-6879,1,0,0,0,"High skill tech staff",4
"1195",5132752,0,"M","N","Y",0,90000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10569,-226,1,1,1,0,"Drivers",1
"1018",5058509,0,"F","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22774,365243,1,0,0,0,"",2
"548",5091144,0,"M","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-10785,-1345,1,0,0,0,"",2
"451",5048486,0,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-12992,-734,1,1,1,0,"Drivers",2
"1439",5142752,0,"F","N","N",0,81000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17876,-377,1,1,1,0,"Private service staff",1
"217",5065363,0,"F","N","Y",1,216000,"Working","Higher education","Single / not married","House / apartment",-10512,-1782,1,0,1,0,"Core staff",2
"1456",5052622,0,"M","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15988,-1994,1,0,1,0,"High skill tech staff",3
"1333",5068712,0,"F","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-13483,-5345,1,0,0,0,"Laborers",2
"1014",5067019,0,"F","Y","Y",1,247500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17152,-1253,1,0,0,1,"Laborers",3
"562",5024636,0,"F","N","Y",0,NA,"Working","Secondary / secondary special","Married","House / apartment",-19922,-1128,1,0,0,0,"",2
"348",5056149,0,"M","Y","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-23424,-14887,1,0,0,0,"Laborers",2
"1101",5024726,0,"M","N","Y",0,162000,"Pensioner","Higher education","Married","House / apartment",-23273,365243,1,0,1,0,"",2
"1133",5028930,0,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-17202,-1787,1,0,0,0,"Sales staff",2
"1494",5054343,0,"F","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-20641,-1064,1,0,1,0,"Sales staff",2
"499",5010781,0,"F","Y","Y",1,157500,"Commercial associate","Higher education","Married","House / apartment",-14474,-2259,1,0,0,1,"Core staff",3
"658",5008865,0,"F","Y","Y",2,135000,"Working","Secondary / secondary special","Married","House / apartment",-15761,-3173,1,0,0,0,"Laborers",4
"832",5053152,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23774,365243,1,0,0,0,"",1
"736",5145965,0,"F","N","N",2,130500,"Working","Secondary / secondary special","Married","House / apartment",-15436,-3476,1,0,0,0,"Sales staff",4
"1378",5009269,0,"M","Y","N",0,337500,"State servant","Higher education","Married","With parents",-10266,-1652,1,1,1,0,"Managers",2
"942",5010683,0,"M","Y","Y",0,292500,"Working","Higher education","Married","House / apartment",-10297,-2231,1,0,0,0,"Managers",2
"893",5113639,0,"F","N","N",0,135000,"Pensioner","Higher education","Married","Municipal apartment",-19700,365243,1,0,0,0,"",2
"1348",5148525,0,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23365,365243,1,0,0,0,"",2
"754",5036648,0,"F","N","N",0,202500,"Commercial associate","Higher education","Married","House / apartment",-11328,-3761,1,0,0,0,"High skill tech staff",2
"1282",5140019,0,"F","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-11348,-1436,1,0,0,0,"Private service staff",2
"510",5025020,0,"F","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21512,365243,1,0,0,0,"",2
"685",5041520,0,"M","Y","Y",0,450000,"Commercial associate","Higher education","Separated","House / apartment",-16169,-855,1,1,1,0,"",1
"1269",5087756,0,"F","N","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-15280,-2475,1,0,0,0,"Sales staff",2
"1424",5143219,0,"F","N","Y",0,67500,"Pensioner","Lower secondary","Single / not married","House / apartment",-22145,365243,1,0,0,0,"",1
"769",5148872,0,"F","N","Y",0,135000,"State servant","Incomplete higher","Married","House / apartment",-15371,-3332,1,0,0,0,"Core staff",2
"973",5025161,0,"M","N","N",0,360000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-12523,-5145,1,0,0,0,"Laborers",2
"572",5054453,0,"M","Y","Y",0,315000,"Working","Higher education","Married","House / apartment",-17914,-1155,1,0,0,0,"Laborers",2
"1131",5089632,0,"F","N","N",0,315000,"Commercial associate","Higher education","Married","House / apartment",-16188,-309,1,1,1,1,"Sales staff",2
"1104",5149327,0,"F","Y","Y",1,180000,"Working","Higher education","Separated","House / apartment",-18838,-5981,1,0,0,0,"Managers",2
"431",5022571,0,"M","Y","Y",0,202500,"Pensioner","Higher education","Married","House / apartment",-21721,365243,1,0,0,0,"",2
"1105",5024033,0,"F","N","Y",2,112500,"Working","Secondary / secondary special","Married","With parents",-14612,-397,1,0,0,0,"Core staff",4
"1502",5067638,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-22922,365243,1,0,1,0,"",1
"331",5053354,0,"F","Y","N",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-18362,-110,1,0,0,0,"Laborers",2
"625",5062214,0,"F","N","Y",2,153000,"Commercial associate","Higher education","Married","House / apartment",-13283,-1324,1,0,0,0,"Accountants",4
"1545",5023655,0,"F","N","N",0,225000,"Commercial associate","Incomplete higher","Single / not married","House / apartment",-10229,-1209,1,0,0,0,"Accountants",1
"986",5106118,0,"F","Y","Y",1,135000,"Working","Higher education","Married","House / apartment",-13467,-393,1,0,0,0,"Core staff",3
"1115",5091795,0,"F","Y","N",1,90000,"Working","Secondary / secondary special","Married","House / apartment",-15179,-991,1,0,0,0,"Laborers",3
"610",5023177,0,"F","N","Y",1,337500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17738,-4710,1,1,1,0,"Laborers",3
"371",5096621,0,"F","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-14461,-1589,1,0,1,0,"Laborers",3
"1366",5025951,0,"F","N","Y",0,130500,"Working","Secondary / secondary special","Married","House / apartment",-13520,-5488,1,0,0,0,"Core staff",2
"314",5008889,0,"F","N","Y",0,247500,"Commercial associate","Higher education","Separated","Rented apartment",-17016,-1347,1,0,0,0,"Core staff",1
"1126",5036093,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-21694,-3202,1,1,0,0,"Security staff",2
"651",5117202,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-13530,-95,1,0,0,0,"Sales staff",1
"1025",5116478,0,"M","Y","Y",2,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13383,-489,1,0,1,0,"Drivers",4
"381",5035791,0,"F","Y","Y",0,90000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21973,365243,1,0,0,0,"",1
"1066",5029529,0,"M","Y","Y",0,112500,"Pensioner","Lower secondary","Married","House / apartment",-21719,365243,1,0,1,0,"",2
"1323",5112599,0,"F","N","Y",0,103500,"Working","Secondary / secondary special","Married","House / apartment",-22466,-12870,1,1,1,0,"Managers",2
"272",5066843,0,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-17090,365243,1,0,0,0,"",2
"1388",5090464,0,"F","N","N",0,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16708,-5760,1,1,0,0,"Managers",2
"864",5061762,0,"F","Y","N",1,135000,"Working","Higher education","Married","Rented apartment",-11262,-563,1,0,0,1,"Accountants",3
"1483",5062011,0,"F","N","N",0,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-11342,-2389,1,0,0,0,"",1
"1111",5028446,0,"F","Y","Y",0,162000,"Working","Secondary / secondary special","Single / not married","House / apartment",-18071,-2822,1,0,0,0,"Laborers",1
"1387",5035431,0,"M","Y","Y",0,NA,"Working","Secondary / secondary special","Single / not married","House / apartment",-14138,-1072,1,0,0,0,"Drivers",1
"663",5010185,0,"M","N","N",1,247500,"Working","Secondary / secondary special","Single / not married","House / apartment",-16797,-6583,1,0,1,0,"Laborers",2
"1409",5041758,0,"F","N","Y",0,157500,"State servant","Higher education","Married","House / apartment",-15145,-3654,1,0,1,0,"Managers",2
"1440",5116056,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-17803,-10762,1,0,0,0,"Accountants",2
"772",5023587,0,"M","N","N",0,202500,"Working","Secondary / secondary special","Separated","House / apartment",-14364,-6352,1,0,0,0,"Laborers",1
"460",5135484,0,"F","N","Y",0,135000,"State servant","Higher education","Single / not married","Municipal apartment",-10660,-1935,1,0,0,0,"Core staff",1
"250",5096416,0,"F","N","N",0,76500,"Working","Secondary / secondary special","Married","House / apartment",-16876,-97,1,1,0,0,"",2
"762",5054697,0,"M","Y","Y",0,157500,"Working","Higher education","Married","House / apartment",-16553,-6908,1,0,0,0,"Laborers",2
"1160",5139729,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-20463,-2319,1,0,0,0,"Cleaning staff",2
"760",5126311,0,"M","N","N",0,180000,"Working","Incomplete higher","Civil marriage","With parents",-7705,-288,1,1,0,1,"Core staff",2
"1428",5054733,0,"F","N","N",1,157500,"Commercial associate","Higher education","Married","House / apartment",-11042,-1581,1,0,0,0,"High skill tech staff",3
"291",5136012,0,"F","N","N",3,180000,"Working","Higher education","Married","House / apartment",-13678,-7018,1,0,0,0,"Core staff",5
"405",5113132,0,"F","Y","Y",0,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19033,-3535,1,0,0,0,"Sales staff",2
"1368",5117622,0,"M","Y","N",2,112500,"Working","Higher education","Married","House / apartment",-14659,-127,1,0,0,0,"Drivers",4
"259",5051240,0,"F","Y","N",0,121500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23328,365243,1,0,0,0,"",1
"938",5142584,0,"M","Y","Y",0,301500,"Working","Secondary / secondary special","Married","Rented apartment",-9009,-864,1,0,0,0,"Laborers",2
"988",5112966,0,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-18805,-10688,1,0,1,0,"",2
"532",5113020,0,"M","Y","Y",0,202500,"State servant","Secondary / secondary special","Married","House / apartment",-14622,-2199,1,0,0,0,"Core staff",2
"922",5143596,0,"F","N","N",0,90000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-11639,-3333,1,1,0,0,"Waiters/barmen staff",2
"866",5009579,0,"F","N","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21316,365243,1,0,0,0,"",2
"1510",5024077,0,"F","Y","Y",0,157500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-20432,365243,1,0,0,0,"",1
"785",5115814,0,"M","N","Y",3,180000,"Working","Secondary / secondary special","Married","House / apartment",-14336,-6860,1,0,0,0,"Laborers",5
"581",5047853,0,"M","Y","Y",1,292500,"Commercial associate","Higher education","Married","House / apartment",-12569,-3322,1,0,0,0,"",3
"713",5097170,0,"M","Y","Y",0,180000,"State servant","Secondary / secondary special","Married","House / apartment",-9570,-2620,1,0,0,0,"Drivers",2
"817",5036828,0,"F","N","Y",0,180000,"Working","Higher education","Married","House / apartment",-19207,-4327,1,0,0,0,"Sales staff",2
"634",5092239,0,"F","N","N",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-20754,-2330,1,0,0,0,"",2
"1130",5117216,0,"F","N","Y",0,202500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-11107,-1953,1,0,0,0,"Core staff",2
"852",5143353,0,"M","Y","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-10578,-1384,1,1,0,0,"Sales staff",2
"801",5112765,0,"F","Y","N",1,315000,"Commercial associate","Higher education","Married","House / apartment",-11025,-2065,1,1,1,1,"",3
"608",5037157,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22861,365243,1,0,1,0,"",2
"975",5113455,0,"F","N","Y",1,126000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18140,-4119,1,0,0,0,"Laborers",3
"652",5074739,0,"M","N","Y",1,225000,"Working","Higher education","Married","House / apartment",-13198,-3690,1,0,0,0,"Core staff",3
"274",5047704,0,"F","N","Y",2,NA,"Working","Secondary / secondary special","Single / not married","House / apartment",-14717,-1496,1,0,0,0,"",3
"1188",5061896,0,"M","N","Y",1,292500,"State servant","Higher education","Married","House / apartment",-16833,-3515,1,0,0,1,"Core staff",3
"921",5136909,0,"M","N","N",1,360000,"Working","Secondary / secondary special","Married","House / apartment",-15244,-2908,1,1,0,1,"Managers",3
"1448",5068843,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-22751,-4219,1,1,1,0,"Secretaries",1
"436",5062749,0,"M","Y","N",1,202500,"State servant","Higher education","Married","House / apartment",-13387,-2467,1,0,0,0,"",3
"493",5092332,0,"F","N","Y",0,58500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-24946,365243,1,0,1,0,"",1
"232",5052963,0,"M","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9984,-2606,1,0,0,0,"Laborers",2
"992",5044478,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",NA,-2228,1,0,0,0,"",2
"1208",5051187,0,"M","Y","N",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-12260,-896,1,0,0,0,"Core staff",1
"483",5038510,0,"F","N","Y",0,103500,"Working","Incomplete higher","Married","House / apartment",-11855,-4583,1,0,0,0,"Laborers",2
"879",5078841,0,"M","N","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-20298,-3282,1,0,0,0,"Medicine staff",2
"341",5135982,0,"F","N","Y",0,423000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-13480,-3153,1,0,0,0,"Private service staff",1
"614",5126101,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21042,365243,1,0,1,0,"",2
"197",5067723,0,"F","N","Y",1,337500,"Working","Academic degree","Single / not married","House / apartment",-12555,-2769,1,0,0,0,"",2
"302",5125524,0,"M","N","N",2,171000,"Working","Secondary / secondary special","Married","Municipal apartment",-13865,-5674,1,1,1,0,"Core staff",4
"873",5022730,0,"M","Y","N",3,360000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15262,-1674,1,0,0,0,"Managers",5
"1253",5035546,0,"F","N","Y",0,126000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24387,365243,1,0,0,0,"",1
"320",5090612,0,"F","Y","N",0,202500,"Working","Higher education","Married","House / apartment",-13788,-2905,1,0,0,0,"Accountants",2
"609",5046531,0,"M","Y","N",0,202500,"Pensioner","Higher education","Married","House / apartment",-20195,365243,1,0,0,0,"",2
"1138",5033814,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-13153,-1182,1,0,0,0,"Laborers",2
"1081",5114643,0,"F","Y","N",0,247500,"Working","Secondary / secondary special","Separated","House / apartment",-13546,-2142,1,0,0,0,"Laborers",1
"557",5042097,0,"F","N","N",1,108000,"Working","Secondary / secondary special","Separated","House / apartment",-14349,-4082,1,0,1,0,"",2
"316",5126124,0,"F","Y","N",0,72000,"Working","Secondary / secondary special","Married","House / apartment",-15185,-227,1,1,1,0,"Medicine staff",2
"699",5115884,0,"F","N","Y",0,54000,"Pensioner","Higher education","Married","House / apartment",-24507,365243,1,0,0,0,"",2
"301",5125166,0,"M","N","Y",1,234000,"Working","Secondary / secondary special","Married","House / apartment",-11970,-1748,1,0,0,0,"Laborers",3
"644",5065342,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22481,365243,1,0,1,0,"",2
"1221",5023616,0,"M","Y","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17585,-235,1,0,0,0,"Drivers",2
"732",5042082,0,"F","Y","N",0,315000,"Commercial associate","Higher education","Married","House / apartment",-19495,-1678,1,0,1,0,"Accountants",2
"1520",5115523,0,"F","N","Y",3,112500,"Working","Secondary / secondary special","Married","House / apartment",-13020,-3693,1,0,0,0,"Core staff",5
"1487",5125462,0,"M","N","Y",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-18394,-5155,1,0,0,0,"Laborers",3
"1070",5115679,0,"M","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22442,365243,1,0,1,0,"",2
"482",5053143,0,"M","N","Y",1,126000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-12301,-140,1,0,1,0,"",3
"1144",5068196,0,"M","Y","Y",0,173250,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16273,-2362,1,1,0,0,"Drivers",2
"239",5010707,0,"M","Y","N",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-15862,-5061,1,0,1,0,"Drivers",2
"322",5028996,0,"M","Y","Y",0,270000,"Working","Higher education","Married","House / apartment",-12262,-356,1,0,0,0,"",2
"848",5149805,0,"F","N","Y",0,135000,"State servant","Incomplete higher","Single / not married","With parents",-9873,-2086,1,0,1,1,"",1
"718",5046086,0,"F","Y","Y",0,99000,"Working","Secondary / secondary special","Married","House / apartment",-21030,-2299,1,0,0,0,"",2
"513",5142290,0,"F","N","Y",1,162000,"State servant","Higher education","Civil marriage","House / apartment",-15027,-88,1,0,0,0,"Accountants",3
"1369",5091826,0,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23627,365243,1,0,0,0,"",2
"508",5139553,0,"F","Y","Y",2,157500,"Commercial associate","Higher education","Married","House / apartment",-13584,-6337,1,0,1,0,"Medicine staff",4
"1107",5022918,0,"F","N","Y",0,225000,"Working","Higher education","Single / not married","House / apartment",-12195,-2592,1,0,1,0,"Managers",1
"1295",5010498,0,"M","Y","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-10218,-313,1,1,0,0,"",3
"556",5025207,0,"M","Y","Y",1,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9901,-124,1,0,0,0,"Drivers",3
"1098",5118545,0,"F","Y","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-18279,-1741,1,0,1,0,"Sales staff",2
"844",5022803,0,"F","Y","Y",0,202500,"Working","Higher education","Widow","House / apartment",-11998,-1497,1,0,0,0,"Managers",1
"998",5028909,0,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","House / apartment",-9963,-1876,1,0,0,0,"Sales staff",2
"1068",5105291,0,"F","N","N",0,112500,"Working","Secondary / secondary special","Widow","With parents",-10240,-818,1,1,1,0,"Core staff",1
"829",5142988,0,"F","N","N",1,135000,"Working","Higher education","Married","House / apartment",-10567,-1504,1,1,0,0,"Core staff",3
"1196",5018471,0,"F","N","Y",1,166500,"Working","Secondary / secondary special","Married","House / apartment",-20208,-8033,1,0,1,0,"",3
"365",5149040,0,"F","N","Y",0,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-19750,-3608,1,0,0,0,"Laborers",2
"931",5069380,0,"M","N","Y",0,337500,"Working","Secondary / secondary special","Single / not married","House / apartment",-16717,-1267,1,0,0,0,"High skill tech staff",1
"1320",5105466,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21074,365243,1,0,0,0,"",2
"1309",5090310,0,"M","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24580,365243,1,0,0,0,"",2
"744",5117561,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",NA,-645,1,1,0,0,"Laborers",2
"1134",5036412,0,"F","N","Y",0,83250,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20219,365243,1,0,1,0,"",2
"865",5069117,0,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20577,365243,1,0,0,0,"",1
"1308",5010435,0,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21518,365243,1,0,0,0,"",2
"1442",5091549,0,"F","N","Y",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12309,-2788,1,0,1,0,"Laborers",2
"1399",5068807,0,"M","Y","Y",1,112500,"Working","Higher education","Married","House / apartment",-11809,-536,1,0,0,1,"Accountants",3
"798",5074705,0,"F","N","Y",0,157500,"Working","Higher education","Single / not married","House / apartment",-22235,-10600,1,0,0,0,"Laborers",1
"794",5105535,0,"M","Y","Y",0,126000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-20309,365243,1,0,1,0,"",1
"670",5135938,0,"F","Y","N",2,315000,"Working","Secondary / secondary special","Married","House / apartment",-15621,-3792,1,0,0,0,"Sales staff",4
"213",5062688,0,"M","Y","Y",0,247500,"State servant","Secondary / secondary special","Married","Municipal apartment",-20112,-875,1,1,0,1,"High skill tech staff",2
"225",5029348,0,"M","Y","Y",0,270000,"Working","Higher education","Married","House / apartment",-10942,-412,1,0,0,0,"Drivers",2
"1151",5053173,0,"F","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-16712,-2393,1,0,0,0,"Core staff",2
"739",5068378,0,"F","N","Y",1,126000,"Working","Higher education","Married","House / apartment",-12662,-1359,1,1,1,1,"Sales staff",3
"506",5088163,0,"F","N","Y",0,270000,"Working","Secondary / secondary special","Single / not married","House / apartment",-12922,-923,1,0,0,0,"Core staff",1
"1346",5146002,0,"M","Y","Y",0,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10177,-189,1,0,0,1,"Managers",1
"235",5132800,0,"F","N","Y",0,157500,"Working","Secondary / secondary special","Separated","House / apartment",-18540,-1534,1,0,0,0,"Sales staff",1
"1127",5068339,0,"F","Y","Y",0,112500,"Working","Higher education","Married","House / apartment",-10101,-505,1,1,1,0,"Laborers",2
"1171",5058286,0,"F","N","Y",0,306000,"Commercial associate","Higher education","Married","House / apartment",-14897,-3435,1,1,1,1,"",2
"1405",5067259,0,"M","Y","Y",0,360000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20859,365243,1,0,0,1,"",2
"662",5042296,0,"M","Y","Y",1,202500,"Working","Secondary / secondary special","Married","House / apartment",-15207,-2102,1,1,1,0,"Drivers",3
"1499",5011032,0,"F","N","Y",1,135000,"Working","Academic degree","Civil marriage","House / apartment",-17489,-7557,1,0,1,0,"",3
"305",5142763,0,"F","N","N",0,117000,"Commercial associate","Secondary / secondary special","Single / not married","With parents",-10021,-530,1,0,0,0,"Sales staff",1
"1093",5050793,0,"F","N","N",0,315000,"State servant","Higher education","Married","House / apartment",-21247,-6648,1,0,0,0,"Core staff",2
"310",5010032,0,"M","Y","Y",0,85500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22121,365243,1,0,1,0,"",2
"452",5139658,0,"F","N","Y",0,157500,"Pensioner","Lower secondary","Married","House / apartment",-23483,365243,1,0,0,0,"",2
"1406",5068320,0,"F","N","Y",0,189000,"Pensioner","Higher education","Separated","House / apartment",-22655,365243,1,0,0,0,"",1
"711",5091718,0,"F","Y","Y",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14116,-2269,1,0,0,0,"Medicine staff",2
"741",5010025,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-20782,-2321,1,0,0,0,"Laborers",2
"449",5061321,0,"F","Y","Y",1,261000,"State servant","Higher education","Married","House / apartment",-15050,-1628,1,0,0,0,"Managers",3
"489",5118115,0,"M","N","N",1,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13538,-5422,1,1,1,0,"Drivers",3
"1097",5091651,0,"F","Y","Y",1,252000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-10707,-747,1,0,0,0,"",2
"756",5053182,0,"M","Y","Y",0,207000,"Pensioner","Higher education","Married","House / apartment",-24312,365243,1,0,0,0,"",2
"1496",5090302,0,"F","N","Y",0,405000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17427,-4874,1,0,0,1,"Sales staff",2
"1198",5036958,0,"M","Y","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-12048,-1923,1,1,1,0,"Laborers",3
"660",5089770,0,"M","Y","Y",2,225000,"Working","Secondary / secondary special","Married","House / apartment",-10796,-2531,1,1,0,0,"Laborers",4
"1385",5142849,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-14080,-1869,1,0,1,0,"",2
"886",5089512,0,"F","Y","N",1,405000,"Working","Secondary / secondary special","Married","Rented apartment",-13810,-1678,1,1,1,1,"Core staff",3
"630",5045828,0,"F","N","Y",0,270000,"Pensioner","Higher education","Married","House / apartment",-22340,365243,1,0,0,0,"",2
"1087",5033895,0,"F","N","N",2,135000,"Working","Secondary / secondary special","Married","With parents",-11296,-1670,1,0,0,0,"Core staff",4
"1187",5087852,0,"F","Y","N",0,202500,"State servant","Secondary / secondary special","Married","House / apartment",-19598,-11940,1,0,1,0,"Medicine staff",2
"354",5100220,0,"M","Y","Y",2,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15182,-6123,1,0,0,0,"Drivers",4
"888",5149106,0,"M","N","Y",2,270000,"Working","Secondary / secondary special","Married","House / apartment",-12488,-3608,1,0,0,0,"Security staff",4
